date,spx,dax,ftse,nikkei
09/08/2000,1472.87,7226.71,6413.97,16034.6
10/08/2000,1460.25,7280.97,6387.27,15975.65
11/08/2000,1471.84,7322.98,6384.46,16117.5
14/08/2000,1491.56,7331.67,6419.93,16153.91
15/08/2000,1484.43,7307.43,6475.52,16298.29
16/08/2000,1479.85,7315.27,6532.05,16356.03
17/08/2000,1496.07,7278.43,6518.17,16161.03
18/08/2000,1491.72,7232.42,6543.66,16280.49
21/08/2000,1499.48,7199.34,6542.19,16040.18
22/08/2000,1498.13,7249.2,6584.82,16454.74
23/08/2000,1505.97,7232.78,6566.24,16436.65
24/08/2000,1508.31,7230.26,6557.04,16670.82
25/08/2000,1506.45,7307.17,6563.71,16911.33
28/08/2000,1514.09,7339.22,6563.71,17181.12
29/08/2000,1509.84,7294.4,6586.27,17141.75
30/08/2000,1502.59,7185.56,6615.12,16901.67
31/08/2000,1517.68,7216.45,6672.66,16861.26
01/09/2000,1520.77,7344.67,6795.01,16739.78
04/09/2000,1520.77,7445.56,6798.06,16688.21
05/09/2000,1507.08,7395.07,6752.48,16452.27
06/09/2000,1492.25,7333.02,6694.73,16399.87
07/09/2000,1502.51,7373.34,6689.19,16300.46
08/09/2000,1494.5,7267.77,6600.74,16501.55
11/09/2000,1489.26,7214.45,6582,16130.9
12/09/2000,1481.99,7135.75,6555.5,16040.23
13/09/2000,1484.91,7006.26,6478.2,16190.52
14/09/2000,1480.87,7048.5,6555.5,16213.28
15/09/2000,1465.81,6999.54,6417.3,16213.28
18/09/2000,1444.51,6891.69,6410.15,16061.16
19/09/2000,1459.9,6937.74,6403.5,16124.19
20/09/2000,1451.34,6765.23,6279.9,16458.31
21/09/2000,1449.05,6682.92,6199.2,16311.05
22/09/2000,1448.72,6740.25,6205.9,15818.25
25/09/2000,1439.03,6788.69,6257.1,15992.9
26/09/2000,1427.21,6765.04,6213.2,15928.62
27/09/2000,1426.57,6814.06,6269.34,15639.95
28/09/2000,1458.29,6832.76,6264.1,15626.96
29/09/2000,1436.51,6798.12,6294.2,15747.26
02/10/2000,1436.23,6862.26,6284.5,15902.51
03/10/2000,1426.46,6862.26,6345,15912.09
04/10/2000,1434.32,6823.43,6334.9,16149.08
05/10/2000,1436.28,6892.49,6382,16099.26
06/10/2000,1408.99,6776.39,6391.2,15994.24
09/10/2000,1402.03,6680.78,6264.8,15994.24
10/10/2000,1387.02,6673.15,6247.7,15827.72
11/10/2000,1364.59,6561.63,6117.6,15513.57
12/10/2000,1329.78,6465.26,6131.9,15550.64
13/10/2000,1374.17,6661.3,6209.6,15330.31
16/10/2000,1374.62,6627.25,6285.7,15512.32
17/10/2000,1349.97,6531.71,6203.2,15340.22
18/10/2000,1342.13,6483,6148.2,14872.48
19/10/2000,1388.76,6619.43,6218.9,14811.08
20/10/2000,1396.93,6618.43,6276.3,15198.73
23/10/2000,1395.78,6620.87,6315.9,15097.96
24/10/2000,1398.13,6802.81,6438.4,15148.19
25/10/2000,1364.9,6748.22,6367.8,14840.47
26/10/2000,1364.44,6767.9,6302.3,14858.43
27/10/2000,1379.58,6924.68,6366.5,14582.2
30/10/2000,1398.66,6926.57,6388.4,14464.56
31/10/2000,1429.4,7077.44,6438.4,14539.6
01/11/2000,1421.22,7059.07,6457.6,14872.39
02/11/2000,1428.32,7088.64,6392,14837.78
03/11/2000,1426.69,7128.27,6385.4,14837.78
06/11/2000,1432.19,7136.3,6431,15371.44
07/11/2000,1431.87,7076.28,6466.9,15340.33
08/11/2000,1409.28,7008.64,6477.4,15399.64
09/11/2000,1400.14,6959.5,6442.2,15060.05
10/11/2000,1365.98,6851.69,6400.2,14988.54
13/11/2000,1351.26,6742.1,6274.8,14664.64
14/11/2000,1382.95,6966.65,6412.9,14660.04
15/11/2000,1389.81,6961.09,6432.3,14799.14
16/11/2000,1372.32,6842.11,6430.4,14587.03
17/11/2000,1367.72,6752.29,6440.1,14544.3
20/11/2000,1342.62,6609.48,6345,14531.65
21/11/2000,1347.35,6678.07,6382.1,14408.46
22/11/2000,1322.36,6510.54,6221.4,14301.31
23/11/2000,1322.36,6601,6287.3,14301.31
24/11/2000,1341.77,6664.18,6327.6,14315.35
27/11/2000,1348.97,6696.91,6374.7,14720.39
28/11/2000,1336.09,6625.56,6249.8,14658.87
29/11/2000,1341.91,6598.32,6164.9,14507.64
30/11/2000,1314.95,6372.33,6142.2,14648.51
01/12/2000,1315.23,6512.91,6170.4,14835.33
04/12/2000,1324.97,6408.1,6158.7,14954.73
05/12/2000,1376.54,6637.09,6299,14695.05
06/12/2000,1351.46,6622.25,6273.3,14889.37
07/12/2000,1343.55,6566.08,6231.4,14720.36
08/12/2000,1369.89,6691.25,6288.3,14696.51
11/12/2000,1380.2,6782.52,6370.3,15015.7
12/12/2000,1371.18,6733.59,6390.4,15114.64
13/12/2000,1359.99,6620.21,6403,15168.68
14/12/2000,1340.93,6469.95,6263.8,14927.19
15/12/2000,1312.15,6331.3,6175.8,14552.29
18/12/2000,1322.74,6390.25,6246.5,14483.9
19/12/2000,1305.6,6479.28,6295,14132.37
20/12/2000,1264.74,6248.76,6176.7,13914.43
21/12/2000,1274.86,6200.71,6115.5,13423.21
22/12/2000,1305.97,6251.4,6097.5,13427.08
25/12/2000,1305.97,6251.4,6097.5,13931.61
26/12/2000,1315.19,6251.4,6097.5,14007.85
27/12/2000,1328.92,6328.16,6218.2,13981.49
28/12/2000,1334.22,6371.64,6223.2,13946.96
29/12/2000,1320.28,6433.61,6222.5,13785.69
01/01/2001,1320.28,6433.61,6222.5,13785.69
02/01/2001,1283.27,6289.82,6174.74,13785.69
03/01/2001,1347.56,6434.96,6039.89,13785.69
04/01/2001,1333.34,6376.54,6185.62,13691.49
05/01/2001,1298.35,6382.31,6198.09,13867.61
08/01/2001,1295.86,6392.17,6149.6,13867.61
09/01/2001,1300.8,6404.52,6088.14,13610.51
10/01/2001,1313.27,6320.07,6059.86,13432.65
11/01/2001,1326.82,6465.21,6114.89,13201.07
12/01/2001,1318.32,6490.03,6165.53,13347.74
15/01/2001,1318.32,6522.87,6170.3,13506.23
16/01/2001,1326.65,6502.89,6083.29,13584.45
17/01/2001,1329.47,6653.38,6197.36,13667.63
18/01/2001,1347.97,6635.76,6209.87,13873.92
19/01/2001,1342.54,6651.53,6209.32,13989.12
22/01/2001,1342.9,6675,6231.98,14032.42
23/01/2001,1360.4,6722.41,6214.66,13984.66
24/01/2001,1364.3,6706.67,6264.36,13893.58
25/01/2001,1357.51,6727.49,6255.63,13803.38
26/01/2001,1354.95,6695.2,6294.34,13696.06
29/01/2001,1364.17,6750.96,6316.98,13845.28
30/01/2001,1373.73,6739.3,6334.53,13826.65
31/01/2001,1366.01,6795.14,6297.53,13843.55
01/02/2001,1373.47,6704.68,6251.83,13779.55
02/02/2001,1349.47,6638.2,6256.43,13703.63
05/02/2001,1354.31,6628.07,6269.21,13385.52
06/02/2001,1352.26,6693.03,6293.43,13269.85
07/02/2001,1340.89,6578.96,6225.65,13366.01
08/02/2001,1332.53,6636.81,6206.1,13138.23
09/02/2001,1314.76,6497.07,6164.25,13422.83
12/02/2001,1330.31,6564.91,6241.38,13422.83
13/02/2001,1318.8,6557.93,6228.49,13274.7
14/02/2001,1315.92,6479.87,6176.22,13284.06
15/02/2001,1326.61,6591.67,6197.89,13327.39
16/02/2001,1301.53,6439.26,6088.28,13175.49
19/02/2001,1301.53,6472.21,6093.95,13119.59
20/02/2001,1278.94,6451.57,5980.12,13248.36
21/02/2001,1255.27,6347.99,5972.35,13100.08
22/02/2001,1252.82,6277.99,6003.13,13073.36
23/02/2001,1245.86,6075.34,5943.69,13246
26/02/2001,1267.65,6189.07,5916.75,13201.14
27/02/2001,1257.94,6220.48,5941.21,13059.86
28/02/2001,1239.94,6208.24,5917.88,12883.54
01/03/2001,1241.23,6123.38,5908.59,12681.66
02/03/2001,1234.18,6159.02,5858.56,12261.8
05/03/2001,1241.41,6216.38,5931.29,12322.16
06/03/2001,1253.8,6284.06,6012.02,12687.74
07/03/2001,1261.89,6305.64,6001.81,12723.89
08/03/2001,1264.74,6267.06,6003.17,12650.56
09/03/2001,1233.42,6204.42,5917.27,12627.9
12/03/2001,1180.16,6046.56,5826.52,12171.37
13/03/2001,1197.66,5962.93,5720.74,11819.7
14/03/2001,1166.71,5794.12,5625.95,11843.59
15/03/2001,1173.56,5889.95,5729.22,12152.83
16/03/2001,1150.53,5734.49,5562.83,12232.98
19/03/2001,1170.81,5657.29,5551.55,12190.97
20/03/2001,1142.62,5782.16,5646.8,12190.97
21/03/2001,1122.14,5622.09,5540.74,13103.94
22/03/2001,1117.58,5388.02,5314.75,12853.97
23/03/2001,1139.83,5544.67,5402.33,13214.54
26/03/2001,1152.69,5726.97,5576.6,13862.31
27/03/2001,1182.17,5938.21,5728.13,13638.33
28/03/2001,1153.29,5817.52,5614.01,13765.51
29/03/2001,1147.95,5879.3,5588.42,13072.36
30/03/2001,1160.33,5829.95,5633.73,12999.7
02/04/2001,1145.87,5760.76,5618.47,12937.86
03/04/2001,1106.46,5553.46,5463.13,13124.47
04/04/2001,1103.25,5597.66,5535.72,13242.78
05/04/2001,1151.44,5773.34,5621.77,13381.38
06/04/2001,1128.43,5698.88,5601.46,13383.76
09/04/2001,1137.59,5781.01,5663.3,12841.76
10/04/2001,1168.38,5913.84,5803,12620.27
11/04/2001,1165.89,5951.16,5788.07,13174.93
12/04/2001,1183.5,6002.3,5766.62,13352.44
13/04/2001,1183.5,6002.3,5766.62,13385.72
16/04/2001,1179.68,6002.3,5766.62,13254.89
17/04/2001,1191.81,5935.58,5761.08,13067.09
18/04/2001,1238.16,6164.88,5890.2,13641.79
19/04/2001,1253.7,6181.91,5871.63,13868.28
20/04/2001,1242.98,6127.97,5879.83,13765.67
23/04/2001,1224.36,6051.48,5871.28,13715.6
24/04/2001,1209.47,6124.57,5840.28,13743.18
25/04/2001,1228.75,6115.19,5827.47,13827.5
26/04/2001,1234.52,6123.66,5868.32,13973.03
27/04/2001,1253.05,6175.24,5951.39,13934.32
30/04/2001,1249.46,6264.51,5966.95,13934.32
01/05/2001,1266.44,6264.51,5928.02,14425.46
02/05/2001,1267.43,6213.84,5904.2,14421.64
03/05/2001,1248.58,6089.17,5765.81,14421.64
04/05/2001,1266.61,6138.28,5870.29,14421.64
07/05/2001,1263.51,6122.62,5870.29,14529.41
08/05/2001,1261.2,6108.72,5886.4,14289.05
09/05/2001,1255.54,6063.94,5893.67,14084.85
10/05/2001,1255.18,6165.18,5963.99,14017.79
11/05/2001,1245.67,6141.02,5896.77,14043.92
14/05/2001,1248.92,6064.68,5690.47,13873.02
15/05/2001,1249.44,6070.38,5842.91,14054.03
16/05/2001,1284.99,6148.44,5884.03,13694.27
17/05/2001,1288.49,6173.81,5904.55,13910.67
18/05/2001,1291.96,6186.87,5914.98,13877.77
21/05/2001,1312.83,6249.87,5941.59,14176.83
22/05/2001,1309.38,6270.59,5976.62,14091.19
23/05/2001,1289.05,6215.25,5897.45,14067.7
24/05/2001,1293.17,6278.9,5915.91,13895.79
25/05/2001,1277.89,6223.57,5889.8,13765.92
28/05/2001,1277.89,6216.83,5889.8,13737.77
29/05/2001,1267.93,6120.33,5863.87,13773.89
30/05/2001,1248.08,6041.22,5796.85,13493.35
31/05/2001,1255.82,6123.26,5796.15,13262.14
01/06/2001,1260.67,6125.17,5809.6,13261.84
04/06/2001,1267.11,6177.74,5856.5,13312.35
05/06/2001,1283.57,6242.13,5922.55,13182
06/06/2001,1270.03,6192.44,5901.49,13174.84
07/06/2001,1276.96,6184.25,5948.3,13277.51
08/06/2001,1264.96,6187.21,5950.58,13430.22
11/06/2001,1254.39,6162.74,5860.53,13226.48
12/06/2001,1255.85,6059.15,5804.01,12840.1
13/06/2001,1241.6,6111.94,5820.21,12823.45
14/06/2001,1219.87,6031.27,5752.55,12846.66
15/06/2001,1214.36,5915.18,5722.97,12790.38
18/06/2001,1208.43,5869.04,5671.62,12697.79
19/06/2001,1212.58,5922.53,5680.37,12574.26
20/06/2001,1223.14,5876.04,5699.58,12674.64
21/06/2001,1237.04,5926.38,5641.38,12962.43
22/06/2001,1225.35,5941.77,5665.67,13044.61
25/06/2001,1218.6,5902.32,5661.88,12896.47
26/06/2001,1216.76,5847.79,5555.68,12978.82
27/06/2001,1211.07,5833.1,5607.93,12828.98
28/06/2001,1226.2,5971.77,5638.41,12679.88
29/06/2001,1224.42,6058.38,5642.5,12969.05
02/07/2001,1236.71,6109.5,5716.68,12751.18
03/07/2001,1234.45,6056.84,5639.91,12817.41
04/07/2001,1234.45,6015.72,5600.49,12629.02
05/07/2001,1219.24,5999.19,5549.61,12607.3
06/07/2001,1190.59,5862.1,5479.24,12306.08
09/07/2001,1198.78,5869.86,5468.86,12239.68
10/07/2001,1181.52,5816.32,5467.9,12300.41
11/07/2001,1180.18,5801.8,5391.86,12005.11
12/07/2001,1208.14,5889.88,5481.58,12407.95
13/07/2001,1215.68,5939.85,5536.98,12355.15
16/07/2001,1202.45,5853.76,5517.12,12343.37
17/07/2001,1214.44,5846.66,5427.76,12128.57
18/07/2001,1207.71,5728.37,5404.59,11892.58
19/07/2001,1215.02,5829.69,5437.43,11908.39
20/07/2001,1210.85,5764.06,5387.05,11908.39
23/07/2001,1191.03,5791.73,5405.28,11609.63
24/07/2001,1171.65,5663.26,5320.16,11883.25
25/07/2001,1190.49,5582.76,5275.73,11891.61
26/07/2001,1202.93,5675.76,5286.07,11858.56
27/07/2001,1205.82,5754.86,5403.1,11798.08
30/07/2001,1204.52,5792.19,5446.66,11579.27
31/07/2001,1211.23,5861.19,5529.05,11860.77
01/08/2001,1215.93,5835.23,5546.93,11959.33
02/08/2001,1220.75,5777.28,5584.54,12399.2
03/08/2001,1214.35,5735.88,5547.56,12241.97
06/08/2001,1200.48,5746.04,5526.43,12243.9
07/08/2001,1204.4,5752.51,5536.8,12319.46
08/08/2001,1183.53,5614.51,5476.49,12163.67
09/08/2001,1183.43,5512.28,5402.93,11754.56
10/08/2001,1190.16,5433.49,5427.2,11735.06
13/08/2001,1191.29,5453.77,5431.08,11477.56
14/08/2001,1186.73,5520.71,5507.77,11917.95
15/08/2001,1178.02,5455.44,5461.58,11755.4
16/08/2001,1181.66,5361.92,5389.77,11515.02
17/08/2001,1161.97,5222.12,5342.13,11445.54
20/08/2001,1171.41,5207.83,5357.45,11257.94
21/08/2001,1157.26,5216.11,5430.31,11280.38
22/08/2001,1165.31,5220.21,5408.67,11396.43
23/08/2001,1162.09,5254.04,5396.53,11126.92
24/08/2001,1184.93,5387.5,5471.88,11166.31
27/08/2001,1179.21,5406.47,5471.88,11275.01
28/08/2001,1161.51,5308.78,5434.65,11189.4
29/08/2001,1148.6,5305,5417.64,10979.76
30/08/2001,1129.03,5162.4,5332.67,10938.45
31/08/2001,1133.58,5188.17,5344.97,10713.51
03/09/2001,1133.58,5094.1,5312.12,10409.68
04/09/2001,1132.94,5208.1,5379.62,10772.59
05/09/2001,1131.74,5048.08,5316.05,10598.79
06/09/2001,1106.4,4875.37,5204.33,10650.33
07/09/2001,1085.78,4730.67,5070.29,10516.79
10/09/2001,1092.54,4670.13,5033.68,10195.69
11/09/2001,1092.54,4273.53,4745.98,10292.95
12/09/2001,1092.54,4335.2,4882.12,9610.1
13/09/2001,1092.54,4392.4,4943.61,9613.09
14/09/2001,1092.54,4115.98,4755.75,10008.89
17/09/2001,1038.77,4234.55,4898.85,9504.41
18/09/2001,1032.74,4194.85,4848.7,9679.88
19/09/2001,1016.1,4041.8,4721.69,9939.6
20/09/2001,984.54,3809.67,4556.9,9785.16
21/09/2001,965.8,3787.23,4433.69,9554.99
24/09/2001,1003.45,4038.69,4613.86,9554.99
25/09/2001,1012.27,4009.12,4663.42,9693.97
26/09/2001,1007.04,4095.32,4696.1,9641.7
27/09/2001,1018.61,4184.5,4763.63,9696.53
28/09/2001,1040.94,4308.15,4903.39,9774.68
01/10/2001,1038.55,4239.97,4785.63,9972.28
02/10/2001,1051.33,4304.2,4832.34,10136.56
03/10/2001,1072.28,4436.66,4881.81,9924.23
04/10/2001,1069.63,4548.13,5016.24,10205.48
05/10/2001,1071.38,4487.69,5036.03,10205.87
08/10/2001,1062.44,4495.15,5032.71,10205.87
09/10/2001,1056.75,4472.42,5009.79,10011.77
10/10/2001,1080.99,4613.19,5153.06,9964.88
11/10/2001,1097.43,4718.46,5164.92,10347.01
12/10/2001,1091.65,4625.13,5145.5,10632.35
15/10/2001,1089.98,4548.48,5067.26,10452.54
16/10/2001,1097.54,4626.48,5082.58,10637.82
17/10/2001,1077.09,4644.82,5203.41,10755.45
18/10/2001,1068.61,4574.37,5116.03,10474.85
19/10/2001,1073.48,4513.53,5017.69,10538.79
22/10/2001,1089.9,4619.32,5070.42,10565.41
23/10/2001,1084.78,4704.22,5193.34,10861.56
24/10/2001,1085.2,4811.82,5167.6,10802.15
25/10/2001,1100.09,4715.6,5086.59,10880.1
26/10/2001,1104.61,4820.26,5188.65,10795.16
29/10/2001,1078.3,4660.35,5085.89,10612.31
30/10/2001,1059.79,4543.98,5003.6,10512.82
31/10/2001,1059.78,4559.13,5039.71,10366.34
01/11/2001,1084.1,4636.13,5071.23,10347.28
02/11/2001,1087.2,4583.31,5129.54,10383.78
05/11/2001,1102.84,4755.11,5209.12,10447.54
06/11/2001,1118.86,4707.65,5214.06,10633.72
07/11/2001,1115.8,4860.66,5216.27,10284.98
08/11/2001,1118.54,4993.57,5278.09,10431.79
09/11/2001,1120.31,4910.07,5244.21,10215.71
12/11/2001,1118.33,4820.37,5146.23,10081.56
13/11/2001,1139.09,4946.97,5277.07,10030.56
14/11/2001,1141.21,4953.53,5240.75,10086.76
15/11/2001,1142.24,5006.33,5238.2,10489.89
16/11/2001,1138.65,5062.64,5290.98,10649.09
19/11/2001,1151.06,5185.1,5337.96,10727.94
20/11/2001,1142.66,5096.18,5298.69,10575.62
21/11/2001,1137.03,5087.03,5313.78,10661.08
22/11/2001,1137.03,5124.54,5345.94,10696.82
23/11/2001,1150.34,5150.97,5293.21,10696.82
26/11/2001,1157.42,5114.12,5302.45,11064.3
27/11/2001,1149.5,5059.57,5265.96,10948.89
28/11/2001,1128.52,4915.95,5205.23,10624.81
29/11/2001,1140.2,4936.08,5208.51,10655.96
30/11/2001,1139.45,4989.91,5203.55,10697.44
03/12/2001,1129.9,4988.44,5164.64,10370.62
04/12/2001,1144.8,5013.99,5212.14,10452.65
05/12/2001,1170.35,5262.75,5333.53,10713.81
06/12/2001,1167.1,5271.29,5369.78,10857.28
07/12/2001,1158.31,5199.03,5264.74,10796.89
10/12/2001,1139.93,5124.68,5185.04,10571.01
11/12/2001,1136.76,5146.45,5160.77,10473.91
12/12/2001,1137.07,5062.56,5119.99,10801.52
13/12/2001,1119.38,4966.05,5074.86,10433.45
14/12/2001,1123.09,4909.42,5061.02,10511.65
17/12/2001,1134.36,5067.99,5136.31,10323.35
18/12/2001,1142.92,5039.64,5151.08,10432.17
19/12/2001,1149.56,4984.69,5120.55,10471.93
20/12/2001,1139.93,4934.14,5080.23,10434.52
21/12/2001,1144.89,5019.01,5159.23,10335.45
24/12/2001,1144.65,5019.01,5177.41,10335.45
25/12/2001,1144.65,5019.01,5177.41,10254.81
26/12/2001,1149.37,5019.01,5177.41,10192.57
27/12/2001,1157.13,5117.13,5213.22,10457.61
28/12/2001,1161.02,5160.1,5242.42,10542.62
31/12/2001,1148.083064,5160.1,5217.35,10542.62
01/01/2002,1148.083064,5160.1,5217.35,10542.62
02/01/2002,1154.669691,5167.88,5218.29,10542.62
03/01/2002,1165.27137,5270.29,5318.79,10542.62
04/01/2002,1172.508273,5318.73,5323.76,10871.49
07/01/2002,1164.888791,5232.22,5293.57,10942.36
08/01/2002,1160.706527,5236.37,5250.37,10695.6
09/01/2002,1155.139693,5288.21,5228.46,10663.98
10/01/2002,1156.550484,5228.11,5190.7,10538.43
11/01/2002,1145.597427,5209.97,5198.57,10441.59
14/01/2002,1138.405436,5065.84,5113.5,10441.59
15/01/2002,1146.188827,5062.04,5166,10208.05
16/01/2002,1127.565702,4984.2,5127.58,10177.58
17/01/2002,1138.882539,5133.4,5138.45,10128.18
18/01/2002,1127.575362,5122.23,5126.79,10293.32
21/01/2002,1127.575362,5069.74,5138.53,10280.25
22/01/2002,1119.306734,5045.72,5149.19,10050.98
23/01/2002,1128.184586,5163.03,5180.65,10040.91
24/01/2002,1132.154893,5170.44,5233.14,10074.05
25/01/2002,1133.283925,5156.63,5193.05,10144.14
28/01/2002,1133.0643,5159.02,5223.62,10220.85
29/01/2002,1100.642571,5084.52,5131.4,10026.03
30/01/2002,1113.571329,5052.2,5089.32,9919.48
31/01/2002,1130.204614,5107.61,5164.78,9997.8
01/02/2002,1122.195325,5097.06,5189.68,9791.43
04/02/2002,1094.436396,4984.48,5167.31,9631.93
05/02/2002,1090.018096,4936.75,5093.36,9475.6
06/02/2002,1083.505883,4804.41,5073.81,9420.85
07/02/2002,1080.170542,4862.62,5127.03,9583.27
08/02/2002,1096.224081,4835.95,5128.09,9686.06
11/02/2002,1111.935355,4940,5161.78,9686.06
12/02/2002,1107.499633,4884.78,5135.71,9877.99
13/02/2002,1118.510272,4935.35,5153.92,9968.35
14/02/2002,1116.475539,4973.77,5208.75,10081.09
15/02/2002,1104.184329,4862.6,5182.48,10048.1
18/02/2002,1104.184329,4871.76,5154.29,10093.25
19/02/2002,1083.335901,4764.05,5092.5,9847.16
20/02/2002,1097.982915,4780.24,5024.15,9834.13
21/02/2002,1080.947005,4850.73,5073.31,10295.42
22/02/2002,1089.837835,4745.58,5050.84,10356.78
25/02/2002,1109.434911,4863.54,5100.74,10296.47
26/02/2002,1109.378934,4897.75,5138.95,10202.63
27/02/2002,1109.887476,4960.22,5178.44,10573.09
28/02/2002,1106.733428,5039.08,5100.96,10587.83
01/03/2002,1131.782937,5097.41,5169.02,10812
04/03/2002,1153.8444,5245.84,5241.98,11450.22
05/03/2002,1146.135102,5228.67,5214.03,11348.45
06/03/2002,1162.766347,5285.26,5245.54,11358.53
07/03/2002,1157.536187,5289.43,5282.14,11648.34
08/03/2002,1164.306105,5359.55,5285.65,11885.79
11/03/2002,1168.258824,5340.67,5258.93,11919.3
12/03/2002,1165.581659,5275.81,5252.5,11607.33
13/03/2002,1154.088068,5245.99,5271.96,11415.31
14/03/2002,1153.039075,5276.87,5261.42,11568.82
15/03/2002,1166.155241,5401.11,5292.73,11648.01
18/03/2002,1165.549878,5426.04,5299.93,11498.38
19/03/2002,1170.285966,5462.55,5316.07,11792.82
20/03/2002,1151.847917,5364.7,5266.9,11526.78
21/03/2002,1153.586453,5348.68,5253.3,11526.78
22/03/2002,1148.69542,5366.13,5250.5,11345.08
25/03/2002,1131.868457,5317.38,5203.61,11261.09
26/03/2002,1138.493795,5390.59,5195.46,11207.92
27/03/2002,1144.58149,5348,5214.7,11323.68
28/03/2002,1147.386508,5397.29,5271.76,11333.11
29/03/2002,1147.386508,5397.29,5271.76,11024.94
01/04/2002,1146.544881,5397.29,5271.76,11028.7
02/04/2002,1136.764933,5311.08,5251.44,11204.49
03/04/2002,1125.402549,5281.84,5247.84,11400.71
04/04/2002,1126.338493,5254.95,5209.46,11379.2
05/04/2002,1122.729549,5260.53,5233.63,11335.49
08/04/2002,1125.287717,5180.33,5178.55,11352.89
09/04/2002,1117.800874,5170.25,5179.56,11114.49
10/04/2002,1130.465022,5265.36,5229.12,11218.58
11/04/2002,1103.686955,5162.96,5137.43,11147.27
12/04/2002,1111.013592,5189.65,5161.02,10962.98
15/04/2002,1102.546381,5244.2,5201.44,11137.3
16/04/2002,1128.370118,5343.88,5259.88,11346.66
17/04/2002,1126.070381,5318.55,5263.88,11543.71
18/04/2002,1124.474549,5262.88,5229.37,11575.73
19/04/2002,1125.167827,5284.55,5243.6,11512.01
22/04/2002,1107.829946,5205.48,5221.47,11721.64
23/04/2002,1100.958587,5192.1,5190.99,11736.83
24/04/2002,1093.139531,5160.14,5218.17,11672.88
25/04/2002,1091.483656,5054.41,5197.54,11648.72
26/04/2002,1076.317027,5000.38,5159.01,11541.39
29/04/2002,1065.454983,5008.04,5153.86,11541.39
30/04/2002,1076.923961,5041.2,5165.58,11492.54
01/05/2002,1086.457793,5041.2,5125.51,11552.79
02/05/2002,1084.563306,4964.56,5174.06,11551.01
03/05/2002,1073.426357,4882.77,5203.05,11551.01
06/05/2002,1052.665831,4880.67,5203.05,11551.01
07/05/2002,1049.487309,4872.41,5119.9,11316.04
08/05/2002,1088.845081,5028.59,5209.1,11520.75
09/05/2002,1073.008294,4966.48,5197.58,11633.3
10/05/2002,1054.986093,4871.7,5171.24,11531.11
13/05/2002,1074.561114,4975.48,5204.84,11336.95
14/05/2002,1097.279962,5049.08,5239.47,11356.19
15/05/2002,1091.065854,5072.39,5259.11,11642.97
16/05/2002,1098.228372,5047.45,5248.53,11738.69
17/05/2002,1106.592235,5036.41,5217.98,11847.32
20/05/2002,1091.876457,4998.99,5208.1,11856.54
21/05/2002,1079.877807,4984.61,5197.21,11801.16
22/05/2002,1086.015722,4919.5,5151.89,11961.98
23/05/2002,1097.082549,4879.5,5175.31,11979.85
24/05/2002,1083.821709,4899.13,5169.07,11976.28
27/05/2002,1083.821709,4961.54,5136.26,11976.35
28/05/2002,1074.547904,4918.58,5074.22,11936.08
29/05/2002,1067.66083,4881.8,5082.98,11853
30/05/2002,1064.659731,4761.96,5040.75,11770.03
31/05/2002,1067.138096,4818.3,5085.07,11763.7
03/06/2002,1040.677999,4747.95,5085.07,11901.39
04/06/2002,1040.689961,4625.79,5085.07,11653.07
05/06/2002,1049.903608,4624.31,4989.15,11663.87
06/06/2002,1029.14687,4657.52,4957.63,11574.94
07/06/2002,1027.527439,4610.18,4920.4,11438.53
10/06/2002,1030.735601,4589.26,4928.21,11370.21
11/06/2002,1013.595389,4606.09,4934.82,11449.44
12/06/2002,1020.258747,4510.19,4851.67,11327.06
13/06/2002,1009.560983,4470.14,4771.91,11144.84
14/06/2002,1007.274824,4303.85,4630.77,10920.63
17/06/2002,1036.170277,4475.1,4756.75,10664.11
18/06/2002,1037.136744,4433.85,4702.01,10839.93
19/06/2002,1019.990629,4354.82,4652.43,10476.18
20/06/2002,1006.287767,4245.68,4580.34,10612.98
21/06/2002,989.135182,4232.4,4605.35,10354.35
24/06/2002,992.715221,4127.21,4541.87,10471.32
25/06/2002,976.137202,4202.97,4630.96,10496.67
26/06/2002,973.525111,4099.05,4531.01,10074.56
27/06/2002,990.637242,4259.43,4540.65,10261.6
28/06/2002,989.814358,4382.56,4656.36,10621.84
01/07/2002,968.648203,4366.81,4685.76,10595.44
02/07/2002,948.085418,4195.95,4546.77,10622.32
03/07/2002,953.991374,4138.15,4392.55,10812.3
04/07/2002,953.991374,4258.62,4471.19,10632.81
05/07/2002,989.025514,4483.03,4615.65,10826.09
08/07/2002,976.979896,4442.33,4601.29,10769.2
09/07/2002,952.831035,4369.76,4542.94,10960.25
10/07/2002,920.469186,4190.22,4420.13,10752.66
11/07/2002,927.374803,4118.5,4230.05,10485.74
12/07/2002,921.392198,4130.8,4224.11,10601.45
15/07/2002,917.930405,3912.51,3994.5,10375.15
16/07/2002,901.054106,3977.75,4021.93,10250.42
17/07/2002,906.039541,4092.82,4190.63,10296.02
18/07/2002,881.562356,4100.75,4297.3,10498.26
19/07/2002,847.761746,3891.88,4098.32,10202.36
22/07/2002,819.84907,3691.43,3895.5,10189.01
23/07/2002,797.696571,3515.83,3857.99,10215.63
24/07/2002,843.419441,3632.66,3777.13,9947.72
25/07/2002,838.684613,3520.46,3965.89,9929.91
26/07/2002,852.836057,3579,4016.65,9591.03
29/07/2002,898.959151,3859.78,4202.7,9666.67
30/07/2002,902.784141,3878.94,4180.92,10003.72
